user_id,amount,merchant_type,transaction_date
475,207.81,Utilities,2025-04-01
93,181.22,Groceries,2025-02-10
185,195.13,Entertainment,2024-10-08
560,35.56,Utilities,2025-03-26
332,113.82,Transport,2024-08-06
465,148.4,Entertainment,2025-06-01
918,52.08,Utilities,2025-04-05
93,64.02,Entertainment,2025-03-21
665,226.98,Healthcare,2025-06-12
168,180.16,Groceries,2025-03-23
94,30.31,Utilities,2024-12-17
650,92.01,Shopping,2024-09-21
725,97.25,Healthcare,2025-07-29
999,128.89,Transport,2024-11-09
388,138.49,Groceries,2025-08-01
787,44.38,Restaurants,2024-12-16
580,218.08,Healthcare,2024-11-14
154,42.21,Transport,2025-01-11
184,192.75,Groceries,2025-07-17
430,78.4,Entertainment,2024-11-28
788,240.32,Restaurants,2025-01-07
642,46.81,Transport,2024-09-24
984,52.31,Shopping,2024-08-08
784,64.77,Utilities,2025-01-19
510,214.14,Shopping,2025-03-08
827,3.43,Utilities,2024-08-09
244,55.78,Entertainment,2024-12-03
488,114.53,Utilities,2024-12-19
82,151.1,Groceries,2024-12-09
251,220.78,Restaurants,2025-01-12
635,157.9,Healthcare,2025-04-05
846,53.49,Transport,2024-09-14
152,15.66,Restaurants,2024-11-12
38,38.05,Groceries,2024-09-16
684,145.37,Shopping,2025-02-23
306,84.12,Groceries,2025-02-10
51,29,Transport,2025-06-12
166,168.68,Shopping,2024-10-11
677,173.5,Shopping,2025-02-12
587,197.25,Transport,2025-06-10
990,114.92,Shopping,2024-11-04
369,233.01,Groceries,2025-01-05
787,76.23,Restaurants,2025-07-27
920,95.98,Groceries,2024-09-15
777,107.98,Shopping,2025-03-03
67,74.62,Transport,2025-01-16
125,174.27,Restaurants,2024-10-31
338,132.71,Shopping,2025-03-24
215,174.57,Shopping,2025-04-02
60,29.11,Entertainment,2025-04-07
645,133.18,Groceries,2024-11-20
496,181.57,Shopping,2024-11-30
957,197.47,Entertainment,2024-09-06
295,107.91,Healthcare,2025-04-17
325,66.4,Shopping,2024-08-11
639,89.76,Transport,2025-04-30
630,141.53,Shopping,2025-02-07
747,158.7,Utilities,2025-01-09
828,46.62,Shopping,2025-01-22
239,177.73,Transport,2024-08-28
2,31.32,Utilities,2025-06-01
641,199.59,Entertainment,2025-04-01
869,53.42,Shopping,2025-07-01
425,104.68,Restaurants,2024-08-21
359,140.98,Entertainment,2025-02-15
218,4.8,Transport,2024-12-02
707,71.84,Healthcare,2024-08-10
70,78.33,Shopping,2025-01-06
564,82.33,Groceries,2025-08-02
117,172.09,Restaurants,2024-10-01
406,181.65,Shopping,2025-06-05
984,9.22,Transport,2024-11-20
199,83.97,Restaurants,2024-12-03
945,168.77,Utilities,2025-06-15
817,10.82,Transport,2024-08-26
494,40.54,Utilities,2025-04-26
914,216.58,Restaurants,2025-04-28
474,196.43,Utilities,2024-09-10
951,186.16,Healthcare,2024-11-28
534,76.24,Entertainment,2024-11-15
695,80.24,Shopping,2024-12-31
20,53.65,Entertainment,2024-08-19
340,200.28,Healthcare,2025-05-09
363,18.42,Transport,2024-12-10
288,210.5,Restaurants,2025-06-08
385,157.37,Healthcare,2025-01-20
170,143.6,Utilities,2024-09-14
192,149.61,Healthcare,2025-04-08
802,188.38,Entertainment,2025-05-23
879,80,Groceries,2025-03-15
279,104.64,Utilities,2025-03-27
899,60.94,Utilities,2025-02-18
850,237.78,Transport,2024-08-18
538,76.97,Groceries,2024-09-27
384,196.67,Healthcare,2024-12-28
207,228.51,Utilities,2024-10-24
519,8.18,Utilities,2024-10-18
927,126.01,Transport,2024-12-11
349,231.06,Entertainment,2024-11-28
895,131.86,Healthcare,2024-11-14
336,37.54,Healthcare,2025-05-15
101,205.89,Shopping,2025-03-26
693,248.19,Transport,2024-10-05
742,11.07,Utilities,2024-10-01
731,216.47,Groceries,2025-07-06
5,79.12,Groceries,2024-08-16
704,212.33,Healthcare,2024-08-22
90,84.66,Groceries,2024-10-22
106,131.1,Entertainment,2025-05-18
764,79.5,Shopping,2025-02-20
777,79.41,Transport,2025-04-21
329,51.74,Restaurants,2025-04-07
284,134,Healthcare,2025-06-18
452,168.44,Restaurants,2024-10-04
153,41.06,Groceries,2025-03-24
16,239.66,Shopping,2025-07-19
527,27.39,Shopping,2025-07-11
359,138.24,Restaurants,2024-12-10
145,235.93,Healthcare,2024-08-06
291,144.37,Transport,2024-09-12
73,79.22,Restaurants,2025-04-13
554,112.02,Transport,2025-06-15
30,118.74,Entertainment,2025-04-15
52,28.27,Groceries,2025-03-22
89,107.76,Transport,2025-08-04
722,149.84,Shopping,2025-04-09
645,209.37,Entertainment,2025-02-24
457,154.85,Restaurants,2024-10-12
341,204.73,Entertainment,2024-11-04
777,168.38,Shopping,2024-09-19
81,243.47,Healthcare,2024-09-29
783,117.49,Transport,2025-07-12
96,203.59,Entertainment,2025-07-22
480,26.12,Restaurants,2025-04-30
701,161.82,Healthcare,2025-07-25
477,118.7,Transport,2025-04-27
148,215.55,Shopping,2025-01-26
265,228.39,Utilities,2025-01-09
188,175.5,Entertainment,2025-04-03
339,197.62,Restaurants,2025-05-03
465,122.9,Groceries,2024-08-25
487,30,Utilities,2025-06-16
473,211.75,Restaurants,2024-10-04
787,88.46,Shopping,2024-11-13
131,127.97,Utilities,2024-11-14
838,179.14,Groceries,2025-05-04
334,139.93,Groceries,2025-06-06
812,76.93,Utilities,2024-10-26
411,148.45,Transport,2024-10-08
636,62.44,Transport,2024-09-23
998,121.63,Groceries,2025-02-09
349,53.64,Entertainment,2024-11-26
606,108.92,Utilities,2024-09-27
581,197.26,Shopping,2024-12-13
711,60.57,Entertainment,2024-12-12
686,21.32,Entertainment,2024-11-16
588,209.51,Groceries,2025-02-06
607,149.83,Restaurants,2025-05-06
569,26.22,Utilities,2025-07-02
181,78.39,Utilities,2024-11-02
72,150.37,Entertainment,2025-07-31
834,149.91,Healthcare,2025-04-03
389,83.2,Entertainment,2025-07-13
677,17.25,Transport,2025-07-01
837,36.45,Shopping,2024-11-17
925,189.24,Healthcare,2024-08-20
1,189.76,Entertainment,2024-11-24
153,114.34,Restaurants,2024-10-15
400,154.66,Utilities,2025-01-03
201,53,Restaurants,2025-05-17
307,143.43,Entertainment,2024-08-05
312,229.79,Utilities,2024-12-04
736,245.68,Restaurants,2025-05-03
92,146.52,Shopping,2024-10-12
523,102.24,Transport,2025-07-09
873,74.96,Restaurants,2024-12-31
923,138.12,Groceries,2025-07-25
1,176.43,Healthcare,2024-12-22
368,29.21,Restaurants,2025-03-06
887,9.73,Utilities,2024-09-10
720,148.36,Entertainment,2025-06-06
326,178.52,Utilities,2024-11-23
391,109.93,Transport,2024-12-29
679,45.01,Transport,2024-10-06
193,139.74,Healthcare,2024-10-26
947,91.35,Utilities,2024-12-09
158,73.54,Healthcare,2025-07-17
687,33.14,Groceries,2024-11-17
74,162.8,Transport,2025-01-26
739,221.45,Entertainment,2024-09-15
448,243.79,Transport,2025-06-30
87,36.03,Healthcare,2025-08-02
426,215.32,Healthcare,2025-03-13
713,151.9,Utilities,2025-01-26
639,46.59,Shopping,2024-10-30
435,138.91,Utilities,2025-05-24
394,90.12,Transport,2025-02-21
435,151.93,Shopping,2025-07-04
511,212.01,Transport,2025-02-16
730,126.43,Utilities,2024-12-19
949,137.45,Restaurants,2024-09-30
35,244.6,Shopping,2025-01-29
495,176.81,Groceries,2024-12-15
595,121.42,Entertainment,2024-08-06
82,37.24,Entertainment,2025-01-11
540,245.93,Healthcare,2025-05-17
798,71.3,Shopping,2025-05-26
81,131.79,Shopping,2025-03-24
91,62.82,Entertainment,2025-04-23
760,166.61,Entertainment,2025-02-01
80,171.65,Shopping,2024-10-19
818,145.75,Shopping,2025-01-23
55,226.09,Shopping,2024-11-22
798,4.67,Utilities,2024-12-06
525,226.7,Shopping,2025-02-01
752,84.22,Restaurants,2025-07-18
984,244.48,Restaurants,2025-06-09
297,43.54,Entertainment,2025-05-05
946,150.21,Restaurants,2024-12-14
745,196.69,Restaurants,2025-07-31
63,158.07,Shopping,2025-03-23
174,144.07,Entertainment,2024-09-21
299,202.61,Shopping,2025-05-02
28,73.13,Groceries,2025-03-11
130,127.39,Healthcare,2024-11-26
803,70.91,Transport,2024-10-10
631,71.68,Healthcare,2024-11-21
264,5.52,Groceries,2024-11-29
619,45.3,Shopping,2025-05-21
757,39.48,Utilities,2025-03-20
379,202.34,Restaurants,2025-05-19
802,175.79,Utilities,2025-06-25
186,200.24,Healthcare,2024-08-30
34,87.03,Groceries,2025-04-19
991,37.98,Healthcare,2025-06-09
158,209.73,Healthcare,2025-02-13
423,193.05,Transport,2024-08-18
677,111.17,Entertainment,2024-09-09
172,54.29,Entertainment,2025-03-31
863,87.58,Entertainment,2025-06-18
271,189.36,Groceries,2024-12-14
54,43.56,Utilities,2024-08-09
488,76.74,Entertainment,2025-02-03
972,188.6,Shopping,2025-06-06
240,96.19,Entertainment,2025-07-26
400,119.7,Transport,2025-04-30
544,217.83,Groceries,2024-10-18
296,231.95,Utilities,2025-05-30
392,170.27,Shopping,2025-07-17
700,239.06,Groceries,2024-10-21
940,133.76,Restaurants,2024-10-14
980,211.37,Shopping,2025-03-31
941,163.71,Restaurants,2025-03-28
344,69.04,Healthcare,2024-10-25
101,65.33,Shopping,2025-01-23
401,116.35,Entertainment,2025-04-21
768,61.97,Entertainment,2024-09-08
603,193.08,Shopping,2024-12-07
346,170.07,Transport,2024-09-29
321,137.81,Entertainment,2024-11-16
9,208.26,Groceries,2024-08-22
422,26.23,Groceries,2024-09-11
702,112.59,Transport,2025-03-18
743,72.26,Transport,2025-02-08
35,7.88,Groceries,2025-06-18
59,234.75,Entertainment,2025-05-10
916,209.19,Shopping,2024-08-24
654,32.2,Groceries,2025-08-02
89,214.4,Transport,2025-03-14
385,164.79,Entertainment,2024-09-26
580,201.19,Transport,2025-03-15
918,29.49,Transport,2025-05-17
260,75.05,Entertainment,2025-07-23
959,20.78,Utilities,2025-05-18
945,248.82,Healthcare,2025-06-12
438,173.67,Entertainment,2025-04-29
789,192.99,Restaurants,2025-06-30
166,195.62,Restaurants,2025-07-06
796,17.47,Utilities,2025-02-22
341,249,Restaurants,2024-09-24
979,203.57,Transport,2024-09-27
452,19.21,Transport,2024-08-11
625,99.37,Entertainment,2024-11-23
504,28.89,Shopping,2025-01-13
788,108.95,Shopping,2024-10-09
659,28.35,Utilities,2025-02-13
733,66.23,Groceries,2024-11-01
75,19.46,Entertainment,2025-05-27
257,194.75,Groceries,2025-05-30
919,125.43,Entertainment,2025-03-11
656,2.22,Groceries,2025-01-29
681,98.84,Transport,2025-01-25
717,83.8,Utilities,2025-04-11
589,2.92,Entertainment,2024-10-16
963,193.21,Utilities,2025-01-12
447,102.17,Entertainment,2025-06-05
800,203.44,Groceries,2025-04-30
554,58.01,Utilities,2025-05-12
978,172.94,Healthcare,2025-04-03
494,32.06,Shopping,2025-03-10
958,247.92,Restaurants,2025-03-31
699,77.1,Groceries,2025-03-09
648,249.26,Entertainment,2024-08-16
93,92.61,Healthcare,2024-11-17
984,86.34,Healthcare,2024-12-23
471,190.59,Restaurants,2025-03-14
664,52.37,Shopping,2024-12-07
41,241.94,Entertainment,2025-07-18
196,76.12,Utilities,2024-09-18
918,28.48,Entertainment,2025-05-25
368,122.65,Entertainment,2024-12-11
449,184.36,Transport,2025-06-18
37,49.89,Entertainment,2025-03-30
608,61.14,Utilities,2025-07-25
65,198.6,Entertainment,2024-10-22
316,125.92,Healthcare,2025-02-04
832,113.43,Groceries,2024-10-07
38,86.14,Restaurants,2025-05-17
807,180.81,Utilities,2024-10-10
122,54.5,Entertainment,2024-11-29
684,131.73,Entertainment,2025-06-08
892,218.82,Transport,2025-02-26
759,145.68,Groceries,2024-12-09
38,184.39,Utilities,2025-03-22
670,6.73,Shopping,2025-07-17
47,62.19,Entertainment,2025-05-19
134,5.56,Entertainment,2025-01-25
52,226.36,Healthcare,2025-04-26
813,26.13,Shopping,2024-09-23
175,209.17,Groceries,2025-05-18
838,204.73,Groceries,2025-06-30
510,149.55,Shopping,2025-05-05
226,17.65,Transport,2025-03-19
437,85.66,Healthcare,2025-06-21
756,170.24,Restaurants,2025-03-01
124,244.01,Shopping,2024-11-13
559,36.06,Healthcare,2025-07-28
988,198.69,Healthcare,2024-10-16
47,149.09,Restaurants,2024-10-08
65,31.94,Transport,2025-05-14
776,104.96,Entertainment,2024-09-13
379,139.25,Utilities,2024-09-13
250,231.57,Groceries,2024-11-25
137,26.79,Healthcare,2024-11-16
648,153.89,Healthcare,2024-12-14
162,5.88,Utilities,2024-11-04
83,3.57,Transport,2024-08-13
949,24.11,Entertainment,2024-09-11
608,221.95,Utilities,2024-12-23
711,202.24,Healthcare,2025-03-07
488,173.7,Transport,2024-08-06
147,160.68,Shopping,2025-05-06
462,104.18,Transport,2025-06-05
626,173.54,Shopping,2024-09-11
185,179.87,Shopping,2025-07-03
974,23.83,Healthcare,2024-11-05
802,76.7,Utilities,2024-11-14
5,140.31,Transport,2025-06-11
121,246.68,Groceries,2025-04-19
634,91.75,Healthcare,2025-02-03
553,127.87,Utilities,2025-03-21
789,157.36,Transport,2025-05-31
284,15.16,Groceries,2024-09-01
816,39.01,Healthcare,2024-08-13
992,228.05,Utilities,2024-08-22
181,41.62,Groceries,2025-01-17
56,161.93,Restaurants,2025-04-20
215,109.8,Restaurants,2025-04-17
632,201.68,Healthcare,2025-06-17
465,12.74,Entertainment,2024-11-26
54,231.37,Transport,2025-04-16
162,196.8,Utilities,2024-10-04
528,30.78,Transport,2025-01-28
739,112.32,Shopping,2024-12-07
334,105.93,Entertainment,2025-03-18
694,224.8,Transport,2025-02-05
798,29.31,Transport,2025-04-26
101,60.81,Utilities,2024-10-07
891,51.59,Transport,2024-12-21
76,118.81,Utilities,2024-08-25
56,222.84,Transport,2025-01-24
222,232.12,Utilities,2025-07-24
183,98.06,Transport,2025-01-18
469,180.52,Entertainment,2025-05-05
368,243.94,Transport,2024-12-13
344,33.55,Entertainment,2025-08-04
583,16.79,Transport,2024-08-27
114,213.21,Utilities,2024-10-12
429,44.46,Restaurants,2025-07-27
226,221.83,Shopping,2024-11-07
161,197.81,Entertainment,2024-09-10
976,153.66,Transport,2024-12-04
592,242.59,Healthcare,2024-09-30
236,23.45,Healthcare,2024-08-15
535,123.32,Transport,2025-08-04
606,119.43,Utilities,2025-07-04
286,5.6,Utilities,2025-04-01
754,218.4,Transport,2025-05-23
336,109.69,Transport,2025-01-11
914,232.01,Transport,2025-06-18
936,144.28,Groceries,2024-10-04
428,245.09,Groceries,2024-08-08
482,183.9,Shopping,2024-11-29
35,107.57,Utilities,2024-11-08
491,202.81,Entertainment,2025-03-16
842,26.3,Utilities,2025-03-18
247,22.61,Healthcare,2025-07-01
13,173.9,Utilities,2025-05-10
973,56.07,Restaurants,2025-02-26
303,61.29,Groceries,2025-07-26
17,120.99,Restaurants,2025-06-11
166,176.42,Healthcare,2024-10-16
585,187.33,Groceries,2024-12-05
1000,114.8,Healthcare,2024-08-04
142,218.8,Utilities,2024-12-25
190,197.88,Restaurants,2025-05-12
642,117.15,Entertainment,2025-06-01
2,215.37,Groceries,2025-06-22
395,223.57,Restaurants,2025-04-05
544,10.11,Utilities,2024-11-16
771,68.91,Shopping,2024-10-08
556,144.66,Transport,2025-04-27
807,171.8,Shopping,2024-12-09
902,85.25,Groceries,2025-02-22
528,236.44,Entertainment,2025-03-15
373,222.22,Groceries,2024-11-28
393,92.67,Shopping,2025-07-08
42,92.66,Transport,2025-05-22
664,140.58,Groceries,2025-04-23
575,177.92,Transport,2025-04-01
142,245.35,Transport,2024-11-11
553,30.16,Utilities,2025-05-29
756,234.91,Shopping,2025-01-08
893,239.86,Transport,2025-01-04
772,186.76,Transport,2025-07-09
329,89.47,Restaurants,2024-08-18
516,170.7,Restaurants,2025-07-22
56,17.72,Restaurants,2024-08-30
464,122.58,Shopping,2024-12-16
850,32.43,Entertainment,2024-12-07
545,170.22,Shopping,2025-05-01
922,74.48,Shopping,2025-04-19
377,200.38,Entertainment,2025-03-31
829,244.56,Groceries,2025-01-14
193,223.19,Utilities,2024-09-30
90,21.88,Transport,2025-06-07
296,239.65,Groceries,2024-12-18
112,42.86,Groceries,2025-06-06
714,38.69,Transport,2024-10-26
896,52.66,Entertainment,2025-03-12
24,74.71,Entertainment,2024-08-21
555,233.07,Utilities,2025-06-29
356,106.19,Entertainment,2024-10-24
661,7.33,Transport,2024-08-05
65,7.47,Healthcare,2025-01-27
238,209.07,Shopping,2024-11-14
661,85.3,Shopping,2024-08-16
352,164.63,Healthcare,2025-08-01
335,122.56,Entertainment,2025-06-12
714,133.48,Shopping,2024-08-19
456,115.59,Shopping,2025-03-18
136,224.77,Restaurants,2024-10-23
176,197.74,Transport,2024-11-08
496,94.23,Restaurants,2025-02-22
789,211.69,Transport,2025-03-18
362,72.53,Transport,2024-10-08
634,231.18,Entertainment,2024-12-19
549,72.74,Transport,2025-02-23
860,177.61,Entertainment,2025-01-26
814,40.06,Transport,2025-04-15
120,12.21,Restaurants,2025-05-18
589,33.37,Restaurants,2024-09-15
379,47.76,Shopping,2025-06-14
725,10.6,Restaurants,2025-07-29
353,38.69,Utilities,2025-01-23
553,243.92,Shopping,2024-09-05
309,32.13,Groceries,2024-11-15
415,232.91,Healthcare,2024-08-05
149,237.05,Restaurants,2025-05-01
160,3.06,Entertainment,2025-01-04
560,243.95,Restaurants,2025-04-16
663,176.95,Utilities,2025-01-25
918,73.88,Healthcare,2024-11-10
588,167.39,Healthcare,2025-01-26
579,182.68,Utilities,2025-07-13
347,172.91,Entertainment,2024-12-31
491,225.24,Transport,2024-12-07
695,138.64,Restaurants,2025-07-20
26,101.6,Healthcare,2025-06-22
226,112.6,Groceries,2025-06-10
335,15.65,Entertainment,2025-04-12
200,146.69,Transport,2025-01-02
801,234.04,Restaurants,2024-09-13
201,7.59,Shopping,2025-06-26
870,112.47,Entertainment,2025-07-01
981,23.67,Shopping,2025-03-20
404,50.22,Restaurants,2024-12-27
618,152.06,Groceries,2025-03-19
931,167.36,Utilities,2025-01-20
152,179.56,Utilities,2024-09-02
379,97.76,Groceries,2024-12-10
292,87.54,Restaurants,2024-11-01
457,218.83,Groceries,2025-07-26
221,182.51,Utilities,2024-11-02
760,248.16,Healthcare,2024-10-17
454,73.58,Healthcare,2024-10-20
746,242.65,Utilities,2025-04-14
747,224.31,Transport,2025-03-29
856,147.62,Groceries,2025-04-30
148,53.53,Utilities,2024-10-25
889,132.27,Restaurants,2025-04-04
68,233.42,Shopping,2025-04-24
775,95.19,Groceries,2024-11-20
420,160.42,Restaurants,2025-02-17
425,45.37,Utilities,2025-03-23
728,142.84,Transport,2024-08-14
205,48.13,Utilities,2024-11-14
297,139.36,Groceries,2025-02-02
843,206.91,Healthcare,2024-10-25
600,77.37,Shopping,2024-12-06
758,116.94,Groceries,2025-03-01
811,2.61,Restaurants,2025-03-06
308,239.09,Healthcare,2025-01-02
652,119.19,Entertainment,2024-09-13
682,223.39,Utilities,2025-06-05
184,123.99,Entertainment,2025-06-26
661,62.7,Groceries,2025-08-03
784,70.75,Groceries,2025-02-24
614,186.9,Shopping,2025-07-04
493,142.26,Healthcare,2024-09-15
265,157.74,Utilities,2025-03-14
998,174.17,Groceries,2025-04-21
383,129.11,Shopping,2025-02-20
18,211.63,Transport,2025-05-25
596,16.51,Restaurants,2024-09-19
473,219.82,Transport,2024-11-27
366,42.5,Restaurants,2024-10-21
370,106.04,Restaurants,2025-06-06
50,73.88,Shopping,2025-03-27
655,234.21,Shopping,2024-11-06
199,192.08,Transport,2025-04-17
784,25.44,Healthcare,2024-08-15
172,136.84,Healthcare,2024-11-17
324,207.05,Entertainment,2025-02-11
820,76.67,Entertainment,2024-08-16
715,172.71,Groceries,2024-09-02
548,145.85,Healthcare,2025-01-10
148,5.2,Shopping,2025-03-14
289,94.51,Utilities,2024-09-30
422,86.4,Transport,2024-08-07
105,56.03,Shopping,2025-02-13
227,208.23,Healthcare,2024-08-12
919,140.55,Entertainment,2024-08-10
852,238.22,Healthcare,2024-08-22
545,178.71,Entertainment,2025-05-17
775,201.04,Utilities,2025-03-06
472,229.18,Groceries,2024-12-13
839,34.55,Groceries,2024-10-09
492,88.36,Entertainment,2025-06-05
372,36.48,Utilities,2024-10-04
912,246.92,Shopping,2025-03-05
782,242.59,Transport,2024-12-23
727,77.56,Entertainment,2024-11-02
835,31.41,Transport,2024-10-12
878,174.17,Entertainment,2025-04-05
233,78.24,Transport,2024-12-01
134,245.32,Utilities,2025-07-29
708,191.23,Groceries,2024-10-02
80,6.66,Utilities,2025-07-17
776,108.95,Transport,2025-05-13
111,10.13,Entertainment,2024-08-12
526,149.11,Utilities,2024-08-08
122,227.32,Groceries,2025-04-16
68,76.81,Groceries,2025-03-04
773,25.93,Groceries,2024-08-12
943,151.24,Shopping,2024-11-11
923,51.61,Entertainment,2024-09-13
360,9.26,Transport,2025-07-27
867,187.06,Restaurants,2024-12-23
972,145.78,Restaurants,2025-05-18
165,214.07,Healthcare,2025-05-30
747,154.01,Shopping,2025-06-03
584,18.95,Healthcare,2025-03-04
593,191.28,Shopping,2024-11-09
223,179.52,Restaurants,2024-12-26
176,225.61,Shopping,2025-06-05
5,243.45,Groceries,2025-07-27
947,55.08,Shopping,2024-10-19
872,177.52,Restaurants,2025-04-01
715,148.17,Utilities,2025-01-26
690,239.52,Transport,2025-02-24
855,90,Utilities,2024-09-03
435,55.14,Transport,2025-05-15
418,29.99,Restaurants,2025-07-25
127,117.54,Shopping,2025-02-21
140,124.96,Restaurants,2025-06-03
722,73.49,Entertainment,2025-06-14
42,22.4,Utilities,2024-11-08
119,97.43,Utilities,2025-04-02
615,184.57,Entertainment,2025-03-25
1000,210.59,Transport,2025-01-23
568,103.01,Healthcare,2025-07-02
439,48.82,Groceries,2025-01-29
917,210.58,Utilities,2025-07-05
